Date,Name of customer,Title,Device,Tasks classification,Ticket id,Assigned to,Assisted by,Description
2025-12-09 09:41:12,Kuleshwor Polyclinic Pvt. Ltd.,water tank limit,BA200,Break Down Call (On Site),#1733885699,Sneha,N/A,
2025-01-27 16:53:14,Kuleshwor Polyclinic Pvt. Ltd.,Water tank limit issue,BA200,Break Down Calls,#1733884180,Abiral Dulal,N/A,
2024-09-25 14:31:06,Kuleshwor Polyclinic Pvt. Ltd.,Installation of the machine,BA200,Installation,#6734794,Samir Paudel,"NishenAdhikari,",
2025-12-18 14:01:49,Lalupate Medical Center Pvt. Ltd.,Application Issue,BA200,Break Down Call (On Call),#1733885741,Pratikshya Budhathoki,N/A,
2026-02-06 10:29:54,Lalupate Medical Center Pvt. Ltd.,bilrubin qc issue,BA200,Break Down Call (On Call),#1733885936,Pratikshya Budhathoki,N/A,
2025-06-15 12:30:32,Lalupate Medical Center Pvt. Ltd.,fridge issue,BA200,Break Down Call (On Site),#1733884850,Prabhakar Neupane,N/A,
2024-05-08 10:52:40,Lalupate Medical Center Pvt. Ltd.,Issue in power supply board,BA200,Break Down Calls,#2642954,N/A,N/A,need to solve the issue within a month. The details of the spare part has been forwarded to the company for warranty claim. Case number:- 00055905
2025-07-30 21:51:31,Lalupate Medical Center Pvt. Ltd.,issue in result,BA200,Break Down Call (On Call),#1733885115,Sneha,N/A,
2025-06-03 16:45:25,Lalupate Medical Center Pvt. Ltd.,PMS OF BA200,BA200,PMS,#1733884786,Samir Paudel,N/A,
2025-12-26 13:10:41,Lalupate Medical Center Pvt. Ltd.,PMs of the machine,BA200,PMS,#1733885783,Pratikshya Budhathoki,Sneha Munankami,
2025-11-06 15:59:26,Lalupate Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733885563,N/A,N/A,
2025-08-14 11:07:52,Lalupate Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733885186,Abiral Dulal,N/A,
2025-02-09 10:57:41,Lalupate Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884245,Sneha,N/A,
2024-09-27 13:05:37,Lalupate Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#9723983,N/A,N/A,
2026-04-26 15:21:22,Lalupate Medical Center Pvt. Ltd.,probe bent,BA200,Break Down Call (On Site),#1733886202,Prabhakar Neupane,N/A,
2026-01-29 21:56:38,Lalupate Medical Center Pvt. Ltd.,qc setup,BA200,Break Down Call (On Site),#1733885902,Pratikshya Budhathoki,N/A,
2025-07-20 14:26:28,Lalupate Medical Center Pvt. Ltd.,sample arm loss,BA200,Break Down Call (On Site),#1733885054,Prabhakar Neupane,Sneha Munankami,
2026-01-16 15:04:35,Lalupate Medical Center Pvt. Ltd.,vhange power supply,BA200,Break Down Call (On Site),#1733885859,Sneha,Pratikshya Budhathoki,
2025-01-02 16:52:11,Leprosy Mission Nepal,CLEAN FILTER ALARA,Cryocube 740hi,Break Down Calls,#1733884041,Sujan Babu Karki,N/A,
2025-11-13 11:04:17,Leprosy Mission Nepal,Installation of machine,Cryocube 740hi,Installation,#1733885595,Abiral Dulal,N/A,
2025-11-02 11:34:02,Leprosy Mission Nepal,pre installation visit,Cryocube 740hi,Pre Installation,#1733885543,Abiral Dulal,Sanu Kaji Tha,
2025-08-14 11:21:12,Letang Advance Healthcare Center,Breakdown,BTS,Break Down Call (On Site),#1733885192,Pradip Baral,N/A,
2024-10-22 17:33:43,Letang Advance Healthcare Center,flow cell issue,BTS,Break Down Calls,#2547691,Pradip Baral,N/A,
2024-11-22 14:55:15,Letang Advance Healthcare Center,HDL direct programming,BTS,Break Down Calls,#5195631,Pradip Baral,N/A,
2024-10-04 18:07:29,Letang Advance Healthcare Center,Installation of machine,BTS,Installation,#8007273,Pradip Baral,N/A,
2025-02-23 11:41:56,Letang Advance Healthcare Center,pms of bts,BTS,PMS,#1733884340,Pradip Baral,N/A,
2024-12-25 14:13:51,Letang Advance Healthcare Center,Programming of reagents,BTS,Break Down Calls,#1733883994,Pradip Baral,N/A,
2025-04-24 22:22:02,Life Line Hospital,ASPIRATION MODULE,H33s,Break Down Calls,#1733884623,Pradip Baral,N/A,
2025-06-22 20:37:58,Life Line Hospital,background abnormal,H33s,Break Down Call (On Site),#1733884904,Pradip Baral,N/A,
2024-10-16 10:49:33,Life Line Hospital,Background voltage abnormal,H33s,Break Down Calls,#7229793,Pradip Baral,N/A,
2024-11-18 12:38:24,Life Line Hospital,Diluent replacement,H33s,OnSite Visit,#3988011,Pradip Baral,N/A,
2025-04-01 17:06:06,Life Line Hospital,Hb high,H33s,Break Down Calls,#1733884540,Pradip Baral,N/A,
2024-11-18 12:46:33,Life Line Hospital,Inspection,i-SMART 30,OnSite Visit,#9615607,Pradip Baral,N/A,
2025-01-22 15:36:51,Life Line Hospital,issue in BTS350,BTS350,Break Down Calls,#1733884150,Pradip Baral,N/A,
2025-07-09 09:53:33,Life Line Hospital,issue in H33s,H33s,Break Down Call (On Site),#1733884991,Pradip Baral,N/A,
2025-03-31 16:46:51,Life Line Hospital,issue in H33s,H33s,Break Down Calls,#1733884537,Pradip Baral,N/A,
2025-02-20 17:15:24,Life Line Hospital,issue on result of ismart 30,i-SMART 30,Break Down Calls,#1733884321,Pradip Baral,N/A,
2025-11-16 14:13:54,Life Line Hospital,Issue on wbc parameter,H33s,Break Down Call (On Site),#1733885605,Pradip Baral,N/A,
2025-10-19 09:49:59,Life Line Hospital,Lift sensor replacement,H33s,Break Down Call (On Site),#1733885501,Pradip Baral,N/A,
2024-12-19 17:09:20,Life Line Hospital,Slope Error in i-SMART 30 PRO,i-SMART 30,Break Down Calls,#1733883960,Pradip Baral,N/A,
2024-09-12 12:28:47,Life Line Hospital,WBC Parameter fluctuation on results,H33s,Break Down Calls,#2760215,Pradip Baral,N/A,
2026-02-02 12:55:35,Lotus Medicare & Diagnostic Center Pvt. Ltd.,belt change,BA200,Break Down Call (On Site),#1733885918,Abiral Dulal,Prabhakar Neupane,
2025-09-05 16:50:41,Lotus Medicare & Diagnostic Center Pvt. Ltd.,Breakdown,BA200,Break Down Call (On Site),#1733885294,Sneha,N/A,
2025-08-13 11:53:38,Lotus Medicare & Diagnostic Center Pvt. Ltd.,Breakdown,BA200,Break Down Call (On Call),#1733885180,Abiral Dulal,N/A,
2024-12-17 17:18:20,Lotus Medicare & Diagnostic Center Pvt. Ltd.,factor abnormal,BA200,Break Down Calls,#1733883950,N/A,N/A,
2025-12-18 14:56:02,Lotus Medicare & Diagnostic Center Pvt. Ltd.,home sensor change,BA200,Break Down Call (On Site),#1733885742,Sneha,Pratikshya Budhathoki,
2025-05-20 22:01:12,Lotus Medicare & Diagnostic Center Pvt. Ltd.,PMS of ba200,BA200,PMS,#1733884723,Samir Paudel,N/A,
2025-11-28 09:32:01,Lotus Medicare & Diagnostic Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733885653,Samir Paudel,Abiral Dulal,
2025-03-16 14:35:50,Lotus Medicare & Diagnostic Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884452,Samir Paudel,N/A,
2024-11-21 15:40:15,Lotus Medicare & Diagnostic Center Pvt. Ltd.,Result Abnormal,BA200,OnSite Visit,#5656291,N/A,N/A,
2025-08-12 17:24:29,Lotus Medicare & Diagnostic Center Pvt. Ltd.,sample play not working,BA200,Break Down Call (On Call),#1733885173,Sneha,N/A,
2025-12-19 13:07:32,Lotus Medicare & Diagnostic Center Pvt. Ltd.,vertical home sensor issue,BA200,Break Down Call (On Site),#1733885745,Abiral Dulal,Pratikshya Budhathoki,
2024-06-12 16:24:00,Madhyapur Path Lab,AMC discussion ,Liaison,AMC Proposal,#6138358,Sujan Babu Karki,N/A,Submit the AMC proposal along with service charge and Delivery Note  of sensor replacement
2024-08-07 17:33:38,Madhyapur Path Lab,Breakage of Y- toothed belt,Liaison,Break Down Calls,#3441399,N/A,N/A,
2025-09-05 16:43:25,Madhyapur Path Lab,Breakdown,Liaison,Break Down Call (On Site),#1733885291,Abiral Dulal,Sujan Babu Karki,
2025-09-04 12:52:49,Madhyapur Path Lab,Breakdown,Liaison,Break Down Call (On Site),#1733885284,Abiral Dulal,N/A,
2024-06-04 17:04:14,Madhyapur Path Lab,Chamber transport issue in Liaison,Liaison,Break Down Calls,#4795234,Prabhakar Neupane,N/A,
2025-06-06 10:37:09,Madhyapur Path Lab,check machine,Liaison,Break Down Call (On Site),#1733884801,Sujan Babu Karki,N/A,
2025-11-28 16:56:02,Madhyapur Path Lab,issue in Liaison,Liaison,Break Down Call (On Site),#1733885659,Abiral Dulal,Sujan Babu Karki,
2025-09-03 12:33:35,Madhyapur Path Lab,issue in Liaison,Liaison,Break Down Call (On Site),#1733885274,Abiral Dulal,Sneha Munankami,
2025-03-09 20:31:14,Madhyapur Path Lab,ISSUE IN Liaison,Liaison,Break Down Calls,#1733884420,Prabhakar Neupane,N/A,
2024-08-25 16:11:24,Madhyapur Path Lab,Issue in Liaison,Liaison,Break Down Calls,#5084298,Sujan Babu Karki,"Nishen Adhikari,",
2025-08-21 16:05:52,Madhyapur Path Lab,issue in machine,Liaison,Break Down Call (On Site),#1733885231,Samir Paudel,N/A,
2025-01-12 14:11:27,Madhyapur Path Lab,Liaison ISSUE,Liaison,Break Down Call (On Site),#1733884096,Prabhakar Neupane,N/A,
2026-05-19 14:44:12,Madhyapur Path Lab,Liaison machine break down (Belt issue),Liaison,Break Down Call (On Site),#1733886286,Samir Paudel,N/A,
2024-05-30 09:56:31,Madhyapur Path Lab,Light check and incubator error ,Liaison,Break Down Calls,#7804095,Sneha,N/A,
2025-07-10 17:54:16,Madhyapur Path Lab,light check issue,Liaison,Break Down Call (On Site),#1733885004,Sujan Babu Karki,N/A,
2025-09-02 16:59:23,Madhyapur Path Lab,OPEN LOOP ERROR,Liaison,Break Down Call (On Site),#1733885264,Abiral Dulal,N/A,
2024-11-14 11:19:04,Madhyapur Path Lab,Payment Issue,Liaison,OnSite Visit,#1587312,Sujan Babu Karki,N/A,
2026-01-05 19:36:29,Madhyapur Path Lab,pusher issue,Liaison,Break Down Call (On Site),#1733885813,Abiral Dulal,Pratikshya Budhathoki,
2025-09-28 15:19:18,Madhyapur Path Lab,Pusher sensor issue,Liaison,Break Down Call (On Site),#1733885442,Samir Paudel,N/A,
2025-12-25 10:10:19,Madhyapur Path Lab,Result fluctuation,Liaison,Break Down Call (On Call),#1733885768,Samir Paudel,N/A,
2026-02-01 12:12:15,Madhyapur Path Lab,Result issue,Liaison,Break Down Call (On Site),#1733885910,Prabhakar Neupane,N/A,
2026-01-09 17:59:42,Madhyapur Path Lab,RESULT ISSUE,Liaison,Break Down Call (On Site),#1733885833,Samir Paudel,Sujan Babu Karki,
2026-01-08 17:45:34,Madhyapur Path Lab,result issue,Liaison,Break Down Call (On Site),#1733885830,Samir Paudel,N/A,
2025-09-25 11:40:31,Madhyapur Path Lab,Result Issue,Liaison,Break Down Call (On Site),#1733885419,Samir Paudel,N/A,
2025-09-01 09:27:39,Madhyapur Path Lab,result issue,Liaison,Break Down Call (On Site),#1733885257,Sujan Babu Karki,N/A,
2026-01-28 14:03:12,Madhyapur Path Lab,rlu issue,Liaison,Break Down Call (On Site),#1733885893,Prabhakar Neupane,N/A,
2026-01-01 17:39:48,Madhyapur Path Lab,rlu issue,Liaison,Break Down Call (On Site),#1733885803,Sujan Babu Karki,Prabhakar Neupane,
2024-09-11 12:27:08,Madhyapur Path Lab,RLU issue,Liaison,Break Down Calls,#2842072,Prabhakar Neupane,N/A,
2025-12-25 11:45:53,Madhyapur Path Lab,rlu value high,Liaison,Break Down Call (On Site),#1733885773,Abiral Dulal,Prabhakar Neupane,
2026-01-11 17:39:18,Madhyapur Path Lab,rlu value issue,Liaison,Break Down Call (On Site),#1733885840,Samir Paudel,N/A,
2026-01-04 13:12:14,Madhyapur Path Lab,temperature issue,Liaison,Break Down Call (On Call),#1733885810,Samir Paudel,N/A,
2025-09-22 15:50:10,Madhyapur Path Lab,Temperature Issue,Liaison,Break Down Call (On Site),#1733885391,Sujan Babu Karki,N/A,
2025-06-08 13:20:51,Madhyapur Path Lab,Y-toothed belt replacement,Liaison,Break Down Call (On Site),#1733884816,Prabhakar Neupane,Sujan Babu Karki,
2024-09-26 14:46:17,Madhyapur Path Lab,Issue with y belt,Liaison,Break Down Calls,#7558276,Prabhakar Neupane,N/A,
2025-07-16 22:00:09,Manekharka Health Center (Dhulikhel Hospital Outreach),software update,i-SMART 30 PRO,Break Down Call (On Call),#1733885038,Sneha,N/A,
2025-12-02 09:43:59,Manekharka Health Center (Dhulikhel Hospital Outreach),aperture abnormal,BC5150,Break Down Call (On Call),#1733885678,Sneha,N/A,
2024-09-19 13:31:09,Manekharka Health Center (Dhulikhel Hospital Outreach),Cartridge Issue,i-SMART 30 PRO,Break Down Calls,#2019001,Pratikshya Budhathoki,N/A,
2024-12-14 08:58:07,Manjushree Medical Center Pvt. Ltd.,BioSystems - PMS and Expiry Alert !! (3) - new tickets were raised for indiviudal customer,BA200,N/A,#1733883928,N/A,N/A,
2025-12-21 09:26:40,Manjushree Medical Center Pvt. Ltd.,encoder issue,BA200,Break Down Call (On Site),#1733885746,Samir Paudel,Prabhakar Neupane,
2025-06-17 10:29:56,Manjushree Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884861,Prabhakar Neupane,N/A,
2025-03-16 14:35:28,Manjushree Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884451,Sneha,N/A,
2025-12-18 14:01:08,Manjushree Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733885740,Prabhakar Neupane,N/A,
2024-07-04 17:57:23,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Device Check Failure,NKV 550,Break Down Calls,#8564689,N/A,N/A,
2025-11-30 12:20:15,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),exhalation valve issue,NKV 550,Break Down Call (On Site),#1733885662,Abiral Dulal,N/A,
2025-11-02 10:49:41,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),motor issue,ERGODISC 165,Break Down Call (On Site),#1733885540,Sanu Kaji Tha,N/A,
2025-11-27 10:27:27,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),pm kit change,NKV 550,Break Down Call (On Site),#1733885647,Samir Paudel,Abiral Dulal,
2024-12-10 16:51:49,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),ventilator spare change,NKV 550,Break Down Calls,#1387150,Prabhakar Neupane, Prasanna Sigdel,
2025-10-31 12:54:18,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Blood Stain Issue,NKV 550,Break Down Call (On Site),#1733885533,Sanu Kaji Tha,N/A,
2024-06-10 11:31:45,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Device Check Failure,NKV 550,Break Down Calls,#7486105,Pratikshya Budhathoki,N/A,
2024-06-10 11:30:54,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Device Check Failure,NKV 550,Break Down Calls,#7433545,Pratikshya Budhathoki,N/A,
2025-07-15 10:01:16,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Breakdown,ERGODISC 165,Break Down Call (On Call),#1733885029,Sanu Kaji Tha,N/A,
2025-07-21 16:18:35,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),change o2 sensor,NKV 550,Break Down Call (On Site),#1733885058,Samir Paudel,Sneha Munankami,
2024-08-13 15:40:17,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Device Check Failure,NKV 550,Break Down Calls,#5310521,Pratikshya Budhathoki,N/A,
2024-08-13 17:35:58,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Flow sensor alarm,NKV 550,Break Down Calls,#2471850,N/A,N/A,
2024-08-21 16:44:24,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Flow sensor cable issue,NKV 550,Break Down Calls,#3970517,Pratikshya Budhathoki,N/A,
2025-07-18 18:39:13,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),issue in ventilator oxygen sensor,NKV 550,Break Down Call (On Site),#1733885046,Samir Paudel,N/A,
2024-12-20 17:54:26,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),PMS of the machine,NKV 550,PMS,#1733883968,Pratikshya Budhathoki,Nishen Adhikari,
2024-12-20 17:53:42,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),PMS of the machine,NKV 550,PMS,#1733883967,Pratikshya Budhathoki,Nishen Adhikari,
2024-12-20 17:53:07,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),pms of ventilator,NKV 550,PMS,#1733883966,Pratikshya Budhathoki,Nishen Adhikari,
2025-02-14 18:50:00,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),system leak,NKV 550,Break Down Calls,#1733884276,Prabhakar Neupane,N/A,
2024-12-13 17:39:39,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),VENTILATOR exhalation flow sensor cable,NKV 550,Break Down Calls,#1733883925,Prabhakar Neupane,"Prasanna Sigdel,",
2025-02-03 17:06:05,Manmohan Cardiothoracic Vascular & Transplant Center (MCVTC),Ventilator Issue,NKV 550,Break Down Calls,#1733884213,Samir Paudel,N/A,
2024-09-08 11:28:08,Manmohan Hospital - Dahachowk,Air in CAL A,Electrolyte,Break Down Calls,#5026818,N/A,N/A,
2024-09-08 11:29:30,Manmohan Hospital - Dahachowk,AMC Proposal,H33s,AMC Proposal,#9820173,N/A,N/A,
2025-06-16 11:32:38,Manmohan Hospital - Dahachowk,Follow up of the machine,i-SMART 30 PRO,N/A,#1733884857,Sujan Babu Karki,N/A,To bring the machine back to the office
2024-09-30 14:40:53,Manmohan Hospital - Dahachowk,Installation of machine,i-SMART 30 PRO,Installation,#8486429,N/A,N/A,
2024-06-30 13:58:41,Manmohan Hospital - Dahachowk,Backup Beneshphera Electrolyte,Electrolyte,Installation,#9166872,Sujan Babu Karki,N/A,
2024-06-07 17:01:58,Manmohan Hospital - Dahachowk,i smart 30 pro backup,i-SMART 30 PRO,Follow-up(Observation),#2039734,Sujan Babu Karki,N/A,Back up machine ismart pro(S.N-50330) provided to hospital after frquent issue on Bensephera electrolyte analyzer
2025-06-23 09:58:31,Manmohan Hospital - Dahachowk,Breakdown,H33s,Break Down Call (On Call),#1733884910,Sujan Babu Karki,N/A,
2024-07-23 17:20:43,Manmohan Hospital - Dahachowk,Diluent expired,H33s,Break Down Calls,#4929316,Samir Paudel,N/A,
2024-08-07 17:05:27,Manmohan Memorial Institute of Health Science (MMIHS),Abnormal bilirubin value,BTS,Application,#4937852,N/A,N/A,
2024-07-30 15:25:30,Manmohan Memorial Institute of Health Science (MMIHS),Software Update,BTS,Break Down Calls,#7015470,N/A,N/A,
2024-08-12 11:41:26,Manmohan Memorial Institute of Health Science (MMIHS),To return BTS after software update,BTS,Break Down Calls,#1705636,N/A,N/A,
2024-06-21 12:38:52,Manmohan Memorial Institute of Health Science (MMIHS),Touch Screen Issue,BTS,Break Down Calls,#8959329,Sujan Babu Karki,N/A,
2025-10-12 10:13:47,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Calibration blocked,BA400,Break Down Call (On Call),#1733885462,Sneha,N/A,
2025-11-13 16:40:25,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Result Issue,BA400,Break Down Call (On Call),#1733885601,Samir Paudel,N/A,
2026-05-08 09:37:27,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),wash station collision/baseline error,BA200,Break Down Call (On Site),#1733886249,Sneha,N/A,
2026-04-26 15:15:46,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Washing solution issue,BA400,Break Down Call (On Site),#1733886201,Abiral Dulal,Sneha Munankami,
2026-06-03 14:45:16,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),rotor overflow,BA200,Break Down Call (On Site),#1733886332,Abiral Dulal,Sujan Babu Karki,
2026-05-28 10:31:41,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Rotor overflow issue,BA200,Break Down Call (On Site),#1733886307,Abiral Dulal,N/A,
2026-06-01 17:27:33,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),rotor rejection,BA200,Break Down Call (On Site),#1733886324,Samir Paudel,N/A,
2025-12-18 10:58:54,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Application Issue,BA400,Break Down Call (On Site),#1733885739,Samir Paudel,N/A,
2025-02-10 21:26:16,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),application issue,BA200,Break Down Calls,#1733884253,Prabhakar Neupane,N/A,
2025-02-28 11:13:58,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),ba200 thomas pump change,BA200,Break Down Calls,#1733884371,Abiral Dulal,N/A,
2024-06-09 12:17:56,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),"BA400, phosphorous result issue",BA400,Break Down Calls,#5364839,Prabhakar Neupane,N/A,"phosphorous report abnormal, TDS is zero,"
2024-12-22 08:58:05,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),BioSystems - PMS and Expiry Alert !! (5),BA200,N/A,#1733883972,Sujan Babu Karki,"Nabin Bhandari,",
2025-08-13 11:53:00,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Breakdown,BA200,Break Down Call (On Call),#1733885179,Abiral Dulal,N/A,
2024-12-24 11:17:05,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Fluidic obstruction,BA200,Break Down Calls,#1733883982,Sujan Babu Karki,Nabin Bhandari,
2024-12-17 17:00:01,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Fluidic obstruction,BA200,Break Down Calls,#1733883948,Abiral Dulal,Sneha Munankami,
2025-08-24 09:30:04,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),issue in ba200,BA200,Break Down Call (On Site),#1733885236,Abiral Dulal,N/A,
2024-09-04 14:30:17,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Issue in BA200,BA200,Break Down Calls,#6607344,Prabhakar Neupane,Sujan Babu Karki,
2025-04-17 21:20:37,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),issue in ba400,BA400,Break Down Calls,#1733884591,Prabhakar Neupane,N/A,
2026-01-13 14:25:17,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),issue in not aspirating,BA400,Break Down Call (On Site),#1733885846,Abiral Dulal,N/A,
2025-02-12 15:30:35,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),issue in pump,BA200,Break Down Calls,#1733884260,Prabhakar Neupane,"Nabin Bhandari,",
2025-12-10 16:56:53,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),pms of ba200,BA200,PMS,#1733885706,Sujan Babu Karki,Samir Paudel,
2025-08-18 09:29:15,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),PMS of BA200,BA200,PMS,#1733885201,Abiral Dulal,N/A,
2024-06-19 16:35:52,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),PMS OF BA200,BA200,PMS,#9275324,Sujan Babu Karki,N/A,
2025-12-10 16:57:21,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),PMS OF BA400,BA400,PMS,#1733885707,Samir Paudel,Sujan Babu Karki,
2025-08-18 09:29:45,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),PMS OF BA400,BA400,PMS,#1733885202,Abiral Dulal,N/A,
2024-06-19 16:29:16,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),PMS of BA400,BA400,PMS,#4258355,N/A,N/A,
2024-12-29 14:07:07,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),PMS of the machine,BA400,PMS,#1733884013,Abiral Dulal,N/A,
2025-12-31 14:26:57,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),probe bent issue,BA200,Break Down Call (On Site),#1733885799,Abiral Dulal,Sneha Munankami,
2026-01-18 12:37:21,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),pump change,BA200,Break Down Call (On Site),#1733885863,Prabhakar Neupane,Sneha Munankami,
2026-01-14 10:58:59,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),pump issue,BA400,Break Down Call (On Site),#1733885848,Abiral Dulal,N/A,
2026-01-27 10:42:17,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),result issue,BA400,Break Down Call (On Site),#1733885889,Sneha,Abiral Dulal,
2026-02-06 09:56:30,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),result issues,BA200,Break Down Call (On Site),#1733885931,Prabhakar Neupane,N/A,
2025-08-11 11:15:51,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),rotor overflow,BA200,Break Down Call (On Site),#1733885163,Abiral Dulal,N/A,
2025-04-07 08:44:48,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),rotor overflow,BA400,Break Down Calls,#1733884553,Prabhakar Neupane,Ashish Pathak,
2024-09-04 14:28:59,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Rotor overflow issue,BA200,Break Down Calls,#4697483,Sujan Babu Karki,N/A,
2024-09-01 16:09:18,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Rotor overflow issue,BA200,Break Down Calls,#7649730,Prabhakar Neupane,N/A,
2026-02-01 14:37:51,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),stirrer home error,BA200,Break Down Call (On Site),#1733885914,Sneha,N/A,
2024-07-29 12:29:11,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Wash station cleaning,BA200,Break Down Calls,#9330978,Sujan Babu Karki,N/A,
2025-02-17 17:52:00,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),wash station issue,BA400,Break Down Calls,#1733884302,Abiral Dulal,N/A,
2025-02-16 17:32:42,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),wash station vertical arm error,BA200,Break Down Calls,#1733884290,Prabhakar Neupane,N/A,
2025-01-29 16:55:22,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),water leakage,BA400,Break Down Calls,#1733884191,Abiral Dulal,N/A,
2024-07-03 16:06:29,Manmohan Memorial Medical College & Teaching Hospital (MMMCTH),Water Leakage Issue,BA200,Break Down Calls,#1479794,Samir Paudel,N/A,
2025-10-28 09:39:07,Marcopolo Medical Center,baseline rejection,BA200,Break Down Call (On Call),#1733885517,Sneha,N/A,
2025-12-10 16:56:19,Marcopolo Medical Center,collision error,BA200,Break Down Call (On Site),#1733885705,Samir Paudel,N/A,
2025-05-28 14:44:05,Marcopolo Medical Center,Home sensor error,BA200,Break Down Calls,#1733884767,Prabhakar Neupane,N/A,
2025-09-19 17:12:30,Marcopolo Medical Center,HOME SENSOR ISSUE,BA200,Break Down Call (On Call),#1733885366,Abiral Dulal,N/A,
2025-06-02 14:51:09,Marcopolo Medical Center,issue in ba200,BA200,Break Down Calls,#1733884781,Sujan Babu Karki,N/A,
2025-09-23 13:47:24,Marcopolo Medical Center,PMS,BA200,PMS,#1733885395,Abiral Dulal,N/A,
2025-12-16 17:09:55,Marcopolo Medical Center,PMS of the machine,BA200,PMS,#1733885732,Sneha,Prabhakar Neupane,
2025-05-02 18:17:31,Marcopolo Medical Center,PMS of the machine,BA200,PMS,#1733884653,Prabhakar Neupane,Sneha Munankami,
2024-11-12 14:01:15,Marcopolo Medical Center,PMS of the machine,BA200,PMS,#6298970,N/A,N/A,
2024-07-30 15:26:49,Marcopolo Medical Center,Rotor change error,BA200,Break Down Calls,#6087095,N/A,N/A,
2026-01-28 14:02:54,Marcopolo Medical Center,rotor overflow,BA200,Break Down Call (On Site),#1733885892,Abiral Dulal,N/A,
2025-04-02 20:49:41,Marcopolo Medical Center,rotor overflow,BA200,Break Down Calls,#1733884547,Sneha,N/A,
